Dataset,Disease,Tissue,Cell_type,CpG,Direction
GSE157341,Liver Cancer,liver,Hep,cg06479433,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06552969,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06689536,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06741528,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06811166,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06815887,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06841464,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06855182,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06877599,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06888346,Hypo
GSE157341,Liver Cancer,liver,Hep,cg06989253,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07044414,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07135629,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07394491,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07454742,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07475468,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07485775,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07500432,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07507257,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07515565,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07549208,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07554771,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07636037,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07753598,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07774777,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07866001,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07905673,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07921144,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07982082,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07985864,Hypo
GSE157341,Liver Cancer,liver,Hep,cg07999732,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08139499,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08220753,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08233088,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08284638,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08358983,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08362308,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08410921,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08543952,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08560942,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08626605,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08640475,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08825223,Hypo
GSE157341,Liver Cancer,liver,Hep,cg08840441,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09039751,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09041483,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09044186,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09075307,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09128751,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09214953,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09243533,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09246749,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09269891,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09286981,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09362608,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09395969,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09417937,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09435090,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09486967,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09533293,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09538135,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09767658,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09802389,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09820084,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09896867,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09951485,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09954364,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09962952,Hypo
GSE157341,Liver Cancer,liver,Hep,cg09973102,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10002185,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10037972,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10057904,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10096378,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10099827,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10132917,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10149021,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10152624,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10374499,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10380312,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10387890,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10401367,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10404717,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10476962,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10498429,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10614856,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10644885,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10656742,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10695848,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10701033,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10722267,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10740054,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10763234,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10811426,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10863038,Hypo
GSE157341,Liver Cancer,liver,Hep,cg10905180,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11102782,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11131117,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11152463,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11206724,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11206840,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11277230,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11398523,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11576123,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11827925,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11846968,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11884546,Hypo
GSE157341,Liver Cancer,liver,Hep,cg11919694,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12031346,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12065799,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12085226,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12095397,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12140000,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12159575,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12179353,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12206571,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12220691,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12222752,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12281657,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12290671,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12315892,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12557626,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12564962,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12581970,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12610078,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12640930,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12641569,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12649038,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12706396,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12739761,Hypo
GSE157341,Liver Cancer,liver,Hep,cg12869229,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13033938,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13158571,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13359948,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13378272,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13438834,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13484553,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13491737,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13551269,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13562386,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13565928,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13570982,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13580857,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13617904,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13618969,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13678641,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13686857,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13706066,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13775299,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13800209,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13814654,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13826564,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13876222,Hypo
GSE157341,Liver Cancer,liver,Hep,cg13923277,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14039463,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14118171,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14131555,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14173587,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14222314,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14242024,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14250881,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14264994,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14369455,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14404481,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14525247,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14550289,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14565439,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14567877,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14592933,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14690197,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14752838,Hypo
GSE157341,Liver Cancer,liver,Hep,cg14784343,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15112369,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15120497,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15219320,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15302376,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15365028,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15433043,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15550572,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15565872,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15587553,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15593721,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15601371,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15710961,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15866977,Hypo
GSE157341,Liver Cancer,liver,Hep,cg15959893,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16068780,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16126178,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16154524,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16180531,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16208395,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16254764,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16316507,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16433265,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16457413,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16478733,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16617758,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16689634,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16754364,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16793781,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16831623,Hypo
GSE157341,Liver Cancer,liver,Hep,cg16982087,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17128184,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17133446,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17217059,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17279652,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17296729,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17314998,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17342709,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17427675,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17436370,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17557160,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17580613,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17743250,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17813310,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17818220,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17923316,Hypo
GSE157341,Liver Cancer,liver,Hep,cg17930034,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18025409,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18080604,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18152871,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18183406,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18209835,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18252855,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18254364,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18272377,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18293555,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18331880,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18376817,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18442524,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18479711,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18581669,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18750049,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18751958,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18754389,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18792131,Hypo
GSE157341,Liver Cancer,liver,Hep,cg18953784,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19104757,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19115690,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19131736,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19197236,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19265913,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19289969,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19492632,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19507489,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19640789,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19680672,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19706516,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19736671,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19772907,Hypo
GSE157341,Liver Cancer,liver,Hep,cg19858280,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20036915,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20075683,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20097268,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20256567,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20287790,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20311501,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20402747,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20490341,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20544808,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20568227,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20636559,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20702802,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20707786,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20730432,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20750606,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20898283,Hypo
GSE157341,Liver Cancer,liver,Hep,cg20998885,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21038957,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21104276,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21131796,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21225170,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21238257,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21548464,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21554217,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21605238,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21655280,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21658235,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21724796,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21745320,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21856645,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21906866,Hypo
GSE157341,Liver Cancer,liver,Hep,cg21941223,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22068093,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22070462,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22127901,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22257786,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22274251,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22280682,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22358276,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22382021,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22476542,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22491379,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22751264,Hypo
GSE157341,Liver Cancer,liver,Hep,cg22799110,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23005227,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23090159,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23093589,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23265500,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23272978,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23339230,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23344136,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23347911,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23442621,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23457268,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23486853,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23586996,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23677584,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23687288,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23694371,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23711166,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23731992,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23784046,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23807215,Hypo
GSE157341,Liver Cancer,liver,Hep,cg23843398,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24024660,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24096540,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24133771,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24165921,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24219128,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24244270,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24361896,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24462247,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24555591,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24703125,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24721350,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24726121,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24831879,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24911924,Hypo
GSE157341,Liver Cancer,liver,Hep,cg24921186,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25183082,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25193073,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25241038,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25380171,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25478037,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25483854,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25485956,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25503559,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25561904,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25566730,Hypo
GSE157341,Liver Cancer,liver,Hep,cg25748357,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26003814,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26148904,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26239495,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26394055,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26467269,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26558485,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26600753,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26621408,Hypo
GSE157341,Liver Cancer,liver,Hep,cg26956535,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27017251,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27138223,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27170260,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27205904,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27235337,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27239168,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27272402,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27300804,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27360992,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27367235,Hypo
GSE157341,Liver Cancer,liver,Hep,cg27657926,Hypo
GSE157341,Liver Cancer,liver,Kup,cg01538769,Hyper
GSE157341,Liver Cancer,liver,Kup,cg06826710,Hyper
GSE157341,Liver Cancer,liver,Kup,cg07058027,Hyper
GSE157341,Liver Cancer,liver,Kup,cg07135469,Hyper
GSE157341,Liver Cancer,liver,Kup,cg08519853,Hyper
GSE157341,Liver Cancer,liver,Kup,cg11274233,Hyper
GSE157341,Liver Cancer,liver,Kup,cg15476227,Hyper
GSE157341,Liver Cancer,liver,Kup,cg15524224,Hyper
GSE157341,Liver Cancer,liver,Kup,cg15702838,Hyper
GSE157341,Liver Cancer,liver,Kup,cg16133964,Hyper
GSE157341,Liver Cancer,liver,Kup,cg16550651,Hyper
GSE157341,Liver Cancer,liver,Kup,cg23423230,Hyper
GSE157341,Liver Cancer,liver,Kup,cg04568355,Hypo
GSE157341,Liver Cancer,liver,Kup,cg05004228,Hypo
GSE157341,Liver Cancer,liver,Kup,cg05965417,Hypo
GSE157341,Liver Cancer,liver,Kup,cg08056863,Hypo
GSE157341,Liver Cancer,liver,Kup,cg09455182,Hypo
GSE157341,Liver Cancer,liver,Kup,cg09896867,Hypo
GSE157341,Liver Cancer,liver,Kup,cg10832495,Hypo
GSE157341,Liver Cancer,liver,Kup,cg11274233,Hypo
GSE157341,Liver Cancer,liver,Kup,cg11518359,Hypo
GSE157341,Liver Cancer,liver,Kup,cg15400532,Hypo
GSE157341,Liver Cancer,liver,Kup,cg15524224,Hypo
GSE157341,Liver Cancer,liver,Kup,cg16370660,Hypo
GSE157341,Liver Cancer,liver,Kup,cg25149428,Hypo
GSE157341,Liver Cancer,liver,Lym,cg00316828,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00415665,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00488747,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00489467,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00618865,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00639041,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00776026,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00821413,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00990377,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01077795,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01158079,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01178703,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01288210,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01363736,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01433468,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01433520,Hyper
GSE157341,Liver Cancer,liver,Lym,cg01658509,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02004789,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02079111,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02277520,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02335912,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02418175,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02504211,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02528154,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02551130,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02555727,Hyper
GSE157341,Liver Cancer,liver,Lym,cg02968760,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03358980,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03440426,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03476862,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03549024,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03579058,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03612722,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03656092,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03752060,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03873930,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03907278,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03928961,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03938353,Hyper
GSE157341,Liver Cancer,liver,Lym,cg03941531,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04025879,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04286195,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04305082,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04326337,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04343292,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04345366,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04428185,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04486282,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04546061,Hyper
GSE157341,Liver Cancer,liver,Lym,cg04884319,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05157961,Hyper
